alex1,Tails,15,Win,15,115
alex1,Tails,15,Loss,-15,85
alex1,Heads,15,Win,15,100
alex1,Tails,35,Win,35,135
alex1,Tails,15,Loss,-15,120
alex1,Tails,15,Loss,-15,105
alex1,Heads,15,Win,15,120
alex1,Heads,1,Win,1,121
alex1,Tails,5,Win,5,126
alex1,Tails,126,Win,126,252
